customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
SYN-002581,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.47,1390.16,No
SYN-002582,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),83.62,5505.69,No
SYN-002583,Male,0,No,No,39,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,66.47,2570.92,No
SYN-002584,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,76.06,2571.87,No
SYN-002585,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,74.06,4987.66,No
SYN-002586,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.06,337.81,No
SYN-002587,Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.94,1953.71,No
SYN-002588,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.76,7689.3,No
SYN-002589,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.38,2009.97,Yes
SYN-002590,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.0,0.0,No
SYN-002591,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.95,136.79,Yes
SYN-002592,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.99,5942.55,No
SYN-002593,Male,0,No,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,52.57,3119.78,No
SYN-002594,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.07,236.1,No
SYN-002595,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),67.94,4926.34,No
SYN-002596,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.32,316.28,No
SYN-002597,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),92.79,6135.31,Yes
SYN-002598,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),83.04,5803.22,No
SYN-002599,Male,0,No,No,64,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.98,6109.95,No
SYN-002600,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.32,1226.7,Yes
SYN-002601,Female,0,No,No,10,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,31.49,311.75,No
SYN-002602,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.54,569.48,No
SYN-002603,Male,1,No,No,0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),28.21,4.55,Yes
SYN-002604,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),108.99,7374.14,No
SYN-002605,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,57.89,1276.95,Yes
SYN-002606,Male,0,Yes,Yes,23,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.9,1479.42,Yes
SYN-002607,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.72,1292.86,Yes
SYN-002608,Male,1,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.6,4732.1,Yes
SYN-002609,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.6,23.76,Yes
SYN-002610,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.23,1669.15,No
SYN-002611,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.94,0.0,Yes
SYN-002612,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.44,827.61,Yes
SYN-002613,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,83.01,776.75,No
SYN-002614,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.29,1676.37,No
SYN-002615,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.35,2559.41,Yes
SYN-002616,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.81,4531.51,No
SYN-002617,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.71,205.01,No
SYN-002618,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.94,1192.76,No
SYN-002619,Female,1,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),87.58,6251.71,No
SYN-002620,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),69.48,5041.16,No
SYN-002621,Female,0,No,No,64,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.01,5360.26,No
SYN-002622,Female,0,No,No,20,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,74.53,1382.21,No
SYN-002623,Male,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,62.98,4112.15,No
SYN-002624,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),81.98,1169.39,No
SYN-002625,Female,1,Yes,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),72.3,3637.01,No
SYN-002626,Male,0,No,Yes,17,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,29.37,492.58,No
SYN-002627,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.3,2018.7,No
SYN-002628,Female,0,No,Yes,66,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),43.69,2781.01,No
SYN-002629,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.87,1382.88,Yes
SYN-002630,Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),18.0,598.24,No
SYN-002631,Male,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,0.0,Yes
SYN-002632,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.42,999.09,Yes
SYN-002633,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,45.67,325.68,No
SYN-002634,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.68,3986.36,No
SYN-002635,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,31.63,11.41,Yes
SYN-002636,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,391.56,No
SYN-002637,Female,0,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,62.44,3870.46,Yes
SYN-002638,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.33,1230.97,No
SYN-002639,Male,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.53,6683.24,No
SYN-002640,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,40.94,183.3,Yes
SYN-002641,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),119.54,8685.54,No
SYN-002642,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.44,4023.32,Yes
SYN-002643,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.66,297.94,Yes
SYN-002644,Male,0,No,Yes,9,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.05,535.81,No
SYN-002645,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),110.07,6378.16,No
SYN-002646,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.63,1420.77,No
SYN-002647,Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),67.46,73.94,No
SYN-002648,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.34,478.16,No
SYN-002649,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.27,1234.72,No
SYN-002650,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.39,0.0,Yes
SYN-002651,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.48,1254.14,Yes
SYN-002652,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.76,2709.43,No
SYN-002653,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.16,3759.41,Yes
SYN-002654,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.85,663.03,No
SYN-002655,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.58,3861.53,No
SYN-002656,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),103.81,7226.79,No
SYN-002657,Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,64.69,0.0,No
SYN-002658,Female,1,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.98,1286.66,No
SYN-002659,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,106.28,6623.35,No
SYN-002660,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.65,665.66,No
SYN-002661,Male,0,No,No,65,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),49.63,3185.25,No
SYN-002662,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),112.42,8113.23,No
SYN-002663,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),87.72,6465.08,No
SYN-002664,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,70.04,673.93,Yes
SYN-002665,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.6,0.0,Yes
SYN-002666,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.58,0.0,Yes
SYN-002667,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.97,1596.23,No
SYN-002668,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),111.85,5812.93,No
SYN-002669,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.41,1958.29,No
SYN-002670,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.4,24.82,No
SYN-002671,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),119.01,8754.33,No
SYN-002672,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.03,3263.43,No
SYN-002673,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,41.38,0.0,No
SYN-002674,Female,0,No,No,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,26.34,41.22,Yes
SYN-002675,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,126.34,Yes
SYN-002676,Male,0,Yes,No,22,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.72,1410.23,No
SYN-002677,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,46.3,41.57,Yes
SYN-002678,Male,0,No,Yes,58,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),64.81,3639.42,No
SYN-002679,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.84,1216.91,No
SYN-002680,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,331.71,No
SYN-002681,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.2,1429.46,No
SYN-002682,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.23,1055.88,No
SYN-002683,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.34,2616.19,Yes
SYN-002684,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.81,1535.56,Yes
SYN-002685,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.12,1315.91,No
SYN-002686,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),62.63,3482.9,No
SYN-002687,Male,0,Yes,No,16,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),56.49,811.82,No
SYN-002688,Female,0,No,No,20,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.45,1358.02,No
SYN-002689,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.07,0.0,Yes
SYN-002690,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.31,9.73,No
SYN-002691,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.94,2910.02,No
SYN-002692,Female,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.89,1674.87,No
SYN-002693,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.86,388.18,No
SYN-002694,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.88,211.32,No
SYN-002695,Male,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,52.63,3333.95,No
SYN-002696,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.09,2430.61,Yes
SYN-002697,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.29,1564.54,No
SYN-002698,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,80.16,5623.73,No
SYN-002699,Female,0,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.97,6003.42,No
SYN-002700,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.81,8007.52,No
SYN-002701,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.51,930.12,No
SYN-002702,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.61,42.48,Yes
SYN-002703,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.42,403.77,No
SYN-002704,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4,861.32,No
SYN-002705,Female,1,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.42,3076.15,Yes
SYN-002706,Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.06,1072.77,No
SYN-002707,Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,34.51,917.61,No
SYN-002708,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.32,0.0,No
SYN-002709,Male,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.42,1632.19,No
SYN-002710,Male,1,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.24,5878.04,Yes
SYN-002711,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.23,572.32,Yes
SYN-002712,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,33.87,374.21,Yes
SYN-002713,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,102.31,5598.43,No
SYN-002714,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.77,6061.47,No
SYN-002715,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1104.28,No
SYN-002716,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),19.67,0.0,No
SYN-002717,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.87,1151.85,No
SYN-002718,Male,1,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.55,2024.32,Yes
SYN-002719,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),73.25,5153.1,No
SYN-002720,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),37.73,1569.21,Yes
SYN-002721,Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.15,689.41,No
SYN-002722,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.5,1039.4,No
SYN-002723,Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.9,1709.56,No
SYN-002724,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.76,162.84,No
SYN-002725,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,70.03,1344.35,No
SYN-002726,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),71.28,4711.92,No
SYN-002727,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),115.87,7413.42,No
SYN-002728,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),68.76,994.48,No
SYN-002729,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.38,1107.96,No
SYN-002730,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.64,114.06,Yes
SYN-002731,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,93.88,1612.07,Yes
SYN-002732,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.88,756.57,No
SYN-002733,Female,0,Yes,Yes,58,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,49.0,2895.48,No
SYN-002734,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.21,3154.73,No
SYN-002735,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,96.36,6281.86,No
SYN-002736,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.63,1625.86,No
SYN-002737,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1080.31,No
SYN-002738,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),103.97,6475.64,No
SYN-002739,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),83.67,3477.57,No
SYN-002740,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.99,894.22,Yes
SYN-002741,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.76,1842.62,No
SYN-002742,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.04,3401.61,Yes
SYN-002743,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),109.38,7823.68,No
SYN-002744,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.86,73.32,Yes
SYN-002745,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.7,3850.57,No
SYN-002746,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.7,293.15,Yes
SYN-002747,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.29,2756.86,No
SYN-002748,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,19.45,39.26,No
SYN-002749,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,70.7,230.59,No
SYN-002750,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.2,717.46,No
SYN-002751,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,110.41,3802.04,No
SYN-002752,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.31,887.31,No
SYN-002753,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.53,7353.29,No
SYN-002754,Male,0,No,No,17,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,27.1,457.35,No
SYN-002755,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.03,2103.74,No
